order_id,customer_id,order_datetime,payment_method,order_status,discount_code,discount_pct,discount_amount,shipping_fee,gross_amount,net_revenue
100,33,2025-11-09 17:19:00,COD,RTO,WELCOME10,10,69.9,49,699.0,678.1
101,91,2025-11-09 16:26:00,COD,Delivered,LAUNCH15,15,149.85,49,999.0,898.15
102,92,2025-11-09 12:55:00,COD,Delivered,WELCOME10,10,329.8,0,3298.0,2968.2
103,93,2025-11-09 16:34:00,COD,Delivered,REF10,10,349.9,0,3499.0,3149.1
104,94,2025-11-10 16:00:00,COD,Delivered,NONE,0,0.0,0,3298.0,3298.0
105,95,2025-11-10 16:45:00,COD,Delivered,WELCOME10,10,99.9,49,999.0,948.1
106,96,2025-11-10 10:36:00,COD,Delivered,WELCOME10,10,149.9,49,1499.0,1398.1
107,97,2025-11-11 10:28:00,Prepaid,Delivered,FESTIVE20,20,699.8,0,3499.0,2799.2
108,98,2025-11-11 13:16:00,COD,Delivered,REF10,10,149.9,49,1499.0,1398.1
109,99,2025-11-12 14:48:00,COD,Delivered,NONE,0,0.0,0,1499.0,1499.0
110,100,2025-11-12 17:24:00,COD,Delivered,NONE,0,0.0,49,999.0,1048.0
111,101,2025-11-12 11:35:00,COD,Returned,NONE,0,0.0,49,699.0,748.0
112,102,2025-11-13 23:23:00,Prepaid,Cancelled,NONE,0,0.0,0,1499.0,1499.0
113,103,2025-11-13 17:46:00,COD,Delivered,FESTIVE20,20,439.6,0,2198.0,1758.4
114,104,2025-11-13 13:04:00,COD,Delivered,NONE,0,0.0,0,2199.0,2199.0
115,105,2025-11-14 11:32:00,COD,Delivered,LAUNCH15,15,479.55,0,3197.0,2717.45
116,55,2025-11-14 17:59:00,COD,Delivered,NONE,0,0.0,0,3298.0,3298.0
117,106,2025-11-15 10:21:00,COD,RTO,NONE,0,0.0,0,2199.0,2199.0
118,91,2025-11-15 11:09:00,COD,Delivered,NONE,0,0.0,0,6998.0,6998.0
119,107,2025-11-15 17:18:00,COD,Delivered,WELCOME10,10,459.8,0,4598.0,4138.2
120,21,2025-11-15 17:36:00,Prepaid,Delivered,LAUNCH15,15,1019.25,0,6795.0,5775.75
121,108,2025-11-16 13:35:00,Prepaid,Delivered,LAUNCH15,15,149.85,0,999.0,849.15
122,109,2025-11-16 16:11:00,Prepaid,Cancelled,NONE,0,0.0,0,1199.0,1199.0
123,110,2025-11-16 13:30:00,COD,Delivered,WELCOME10,10,129.9,49,1299.0,1218.1
124,111,2025-11-17 15:28:00,COD,Delivered,FESTIVE20,20,379.6,0,1898.0,1518.4
125,112,2025-11-17 08:50:00,Prepaid,Delivered,NONE,0,0.0,0,699.0,699.0
126,113,2025-11-18 19:07:00,COD,Returned,NONE,0,0.0,49,1299.0,1348.0
127,114,2025-11-18 08:50:00,COD,Delivered,LAUNCH15,15,854.7,0,5698.0,4843.3
128,60,2025-11-19 13:09:00,COD,Delivered,REF10,10,219.8,0,2198.0,1978.2
129,115,2025-11-19 11:59:00,Prepaid,Delivered,REF10,10,99.9,0,999.0,899.1
130,116,2025-11-21 08:30:00,COD,Delivered,NONE,0,0.0,49,1099.0,1148.0
131,117,2025-11-21 12:58:00,COD,Cancelled,REF10,10,369.7,0,3697.0,3327.3
132,118,2025-11-21 18:33:00,COD,RTO,REF10,10,99.9,49,999.0,948.1
133,119,2025-11-22 18:27:00,COD,Delivered,WELCOME10,10,439.8,0,4398.0,3958.2
134,120,2025-11-22 11:50:00,COD,Delivered,NONE,0,0.0,0,4197.0,4197.0
135,121,2025-11-22 14:48:00,COD,Delivered,NONE,0,0.0,0,1698.0,1698.0
136,122,2025-11-22 11:02:00,COD,Delivered,NONE,0,0.0,49,999.0,1048.0
137,123,2025-11-24 19:13:00,COD,RTO,REF10,10,99.9,49,999.0,948.1
138,124,2025-11-24 17:38:00,Prepaid,Delivered,WELCOME10,10,149.9,0,1499.0,1349.1
139,80,2025-11-24 19:42:00,COD,Delivered,REF10,10,349.8,0,3498.0,3148.2
140,125,2025-11-26 12:44:00,COD,Delivered,REF10,10,219.9,0,2199.0,1979.1
141,126,2025-11-27 17:35:00,COD,Delivered,NONE,0,0.0,0,4498.0,4498.0
142,127,2025-11-27 21:28:00,COD,RTO,REF10,10,219.9,0,2199.0,1979.1
143,128,2025-11-27 18:57:00,COD,Delivered,NONE,0,0.0,0,1499.0,1499.0
144,108,2025-11-28 19:29:00,Prepaid,RTO,FESTIVE20,20,659.4,0,3297.0,2637.6
145,84,2025-11-29 15:56:00,COD,Delivered,LAUNCH15,15,359.7,0,2398.0,2038.3
146,108,2025-11-29 17:33:00,COD,Delivered,WELCOME10,10,69.9,49,699.0,678.1
147,129,2025-11-30 19:47:00,Prepaid,Delivered,LAUNCH15,15,104.85,0,699.0,594.15
148,130,2025-11-30 08:27:00,COD,RTO,NONE,0,0.0,0,1998.0,1998.0
149,131,2025-11-30 21:45:00,COD,Delivered,NONE,0,0.0,0,2598.0,2598.0
150,79,2025-11-30 16:33:00,COD,Delivered,WELCOME10,10,99.9,49,999.0,948.1
151,8,2025-12-01 10:43:00,COD,Delivered,REF10,10,569.8,0,5698.0,5128.2
152,132,2025-12-02 14:51:00,Prepaid,Delivered,REF10,10,329.8,0,3298.0,2968.2
153,133,2025-12-02 08:06:00,COD,Delivered,WELCOME10,10,439.8,0,4398.0,3958.2
154,34,2025-12-03 15:58:00,COD,Delivered,NONE,0,0.0,0,1898.0,1898.0
155,134,2025-12-03 13:21:00,COD,RTO,WELCOME10,10,449.8,0,4498.0,4048.2
156,57,2025-12-04 16:54:00,COD,Delivered,NONE,0,0.0,0,3198.0,3198.0
157,135,2025-12-04 14:01:00,COD,Delivered,FESTIVE20,20,439.8,0,2199.0,1759.2
158,136,2025-12-05 13:07:00,COD,Delivered,NONE,0,0.0,0,3297.0,3297.0
159,30,2025-12-05 18:53:00,Prepaid,Delivered,LAUNCH15,15,194.85,0,1299.0,1104.15
160,137,2025-12-05 21:06:00,Prepaid,Delivered,NONE,0,0.0,0,2598.0,2598.0
161,137,2025-12-05 12:46:00,COD,Delivered,NONE,0,0.0,0,1599.0,1599.0
162,138,2025-12-06 08:23:00,COD,Delivered,NONE,0,0.0,0,1599.0,1599.0
163,139,2025-12-06 12:08:00,COD,Delivered,NONE,0,0.0,49,1299.0,1348.0
164,140,2025-12-06 14:02:00,COD,Delivered,REF10,10,299.8,0,2998.0,2698.2
165,141,2025-12-07 14:42:00,COD,RTO,LAUNCH15,15,554.55,0,3697.0,3142.45
166,142,2025-12-07 19:49:00,COD,Delivered,NONE,0,0.0,0,4097.0,4097.0
167,91,2025-12-07 19:39:00,Prepaid,Delivered,NONE,0,0.0,0,2299.0,2299.0
168,84,2025-12-07 17:36:00,COD,Delivered,WELCOME10,10,489.6,0,4896.0,4406.4
169,143,2025-12-08 14:49:00,Prepaid,Delivered,WELCOME10,10,259.8,0,2598.0,2338.2
170,21,2025-12-08 09:26:00,COD,Delivered,NONE,0,0.0,49,1299.0,1348.0
171,144,2025-12-09 11:10:00,COD,Delivered,NONE,0,0.0,0,1499.0,1499.0
172,145,2025-12-10 20:40:00,COD,Cancelled,NONE,0,0.0,0,2198.0,2198.0
173,146,2025-12-10 08:18:00,COD,Delivered,WELCOME10,10,349.9,0,3499.0,3149.1
174,147,2025-12-11 09:17:00,COD,Delivered,LAUNCH15,15,659.7,0,4398.0,3738.3
175,148,2025-12-12 08:15:00,COD,RTO,NONE,0,0.0,49,999.0,1048.0
176,149,2025-12-13 12:49:00,COD,Delivered,REF10,10,349.9,0,3499.0,3149.1
177,150,2025-12-13 08:57:00,COD,Delivered,FESTIVE20,20,199.8,49,999.0,848.2
178,151,2025-12-14 15:30:00,Prepaid,Delivered,WELCOME10,10,419.6,0,4196.0,3776.4
179,52,2025-12-14 17:21:00,COD,Delivered,LAUNCH15,15,224.85,49,1499.0,1323.15
180,152,2025-12-14 15:00:00,COD,Delivered,NONE,0,0.0,0,3499.0,3499.0
181,153,2025-12-14 15:37:00,COD,RTO,NONE,0,0.0,49,999.0,1048.0
182,154,2025-12-15 19:00:00,COD,Delivered,NONE,0,0.0,0,3499.0,3499.0
183,36,2025-12-15 18:01:00,COD,Delivered,REF10,10,599.7,0,5997.0,5397.3
184,155,2025-12-15 10:47:00,COD,Cancelled,LAUNCH15,15,149.85,49,999.0,898.15
185,156,2025-12-15 15:50:00,COD,Returned,REF10,10,99.9,49,999.0,948.1
186,157,2025-12-16 13:37:00,COD,Delivered,FESTIVE20,20,219.8,49,1099.0,928.2
187,114,2025-12-16 14:17:00,COD,Delivered,NONE,0,0.0,0,3098.0,3098.0
188,98,2025-12-17 08:16:00,COD,Returned,WELCOME10,10,159.9,49,1599.0,1488.1
189,158,2025-12-17 08:56:00,COD,Delivered,FESTIVE20,20,699.4,0,3497.0,2797.6
190,159,2025-12-18 10:10:00,COD,Delivered,NONE,0,0.0,0,2598.0,2598.0
191,160,2025-12-18 20:00:00,COD,Delivered,NONE,0,0.0,0,4796.0,4796.0
192,161,2025-12-18 17:23:00,COD,Delivered,NONE,0,0.0,0,2898.0,2898.0
193,162,2025-12-18 08:50:00,Prepaid,Delivered,WELCOME10,10,249.8,0,2498.0,2248.2
194,102,2025-12-19 15:54:00,COD,Cancelled,LAUNCH15,15,149.85,49,999.0,898.15
195,163,2025-12-19 17:07:00,COD,Delivered,REF10,10,509.8,0,5098.0,4588.2
196,164,2025-12-20 17:52:00,COD,Delivered,REF10,10,69.9,49,699.0,678.1
197,165,2025-12-20 21:28:00,COD,RTO,REF10,10,99.9,49,999.0,948.1
198,90,2025-12-20 14:21:00,COD,Returned,REF10,10,349.9,0,3499.0,3149.1
199,166,2025-12-20 19:56:00,COD,Delivered,WELCOME10,10,229.9,0,2299.0,2069.1
200,167,2025-12-20 17:24:00,COD,Delivered,NONE,0,0.0,49,999.0,1048.0
201,168,2025-12-20 14:53:00,COD,Delivered,NONE,0,0.0,0,2498.0,2498.0
202,169,2025-12-20 19:04:00,COD,Delivered,REF10,10,609.7,0,6097.0,5487.3
203,170,2025-12-20 14:43:00,COD,Delivered,NONE,0,0.0,0,3499.0,3499.0
204,171,2025-12-21 10:02:00,COD,Delivered,WELCOME10,10,339.8,0,3398.0,3058.2
205,172,2025-12-21 12:23:00,COD,Returned,REF10,10,359.7,0,3597.0,3237.3
206,173,2025-12-21 20:54:00,COD,Delivered,REF10,10,119.9,49,1199.0,1128.1
207,174,2025-12-21 21:33:00,COD,RTO,NONE,0,0.0,49,699.0,748.0
208,175,2025-12-21 12:53:00,COD,Delivered,NONE,0,0.0,49,999.0,1048.0
209,176,2025-12-22 11:49:00,COD,RTO,NONE,0,0.0,0,2598.0,2598.0
210,164,2025-12-22 14:16:00,COD,Delivered,NONE,0,0.0,0,2299.0,2299.0
211,177,2025-12-22 19:38:00,Prepaid,Delivered,WELCOME10,10,299.7,0,2997.0,2697.3
212,178,2025-12-23 11:59:00,COD,Returned,WELCOME10,10,229.9,0,2299.0,2069.1
213,179,2025-12-23 17:17:00,Prepaid,Delivered,NONE,0,0.0,0,2199.0,2199.0
214,180,2025-12-23 08:43:00,COD,Delivered,NONE,0,0.0,0,3097.0,3097.0
215,181,2025-12-24 10:47:00,COD,Delivered,NONE,0,0.0,0,3597.0,3597.0
216,182,2025-12-25 13:49:00,Prepaid,Delivered,NONE,0,0.0,0,999.0,999.0
217,183,2025-12-25 19:18:00,COD,Delivered,REF10,10,799.7,0,7997.0,7197.3
218,184,2025-12-25 20:11:00,COD,Delivered,NONE,0,0.0,0,2298.0,2298.0
219,185,2025-12-26 14:56:00,COD,Returned,LAUNCH15,15,104.85,49,699.0,643.15
220,186,2025-12-26 12:00:00,COD,Delivered,WELCOME10,10,699.8,0,6998.0,6298.2
221,187,2025-12-27 11:28:00,COD,Delivered,REF10,10,119.9,49,1199.0,1128.1
222,188,2025-12-27 12:27:00,COD,RTO,LAUNCH15,15,164.85,49,1099.0,983.15
223,66,2025-12-27 08:16:00,COD,Cancelled,NONE,0,0.0,49,699.0,748.0
224,189,2025-12-27 18:24:00,COD,Delivered,NONE,0,0.0,0,2498.0,2498.0
225,68,2025-12-27 11:39:00,COD,Delivered,NONE,0,0.0,49,999.0,1048.0
226,190,2025-12-27 17:32:00,Prepaid,Delivered,NONE,0,0.0,0,4297.0,4297.0
227,191,2025-12-27 11:12:00,COD,RTO,NONE,0,0.0,49,1199.0,1248.0
228,192,2025-12-27 08:44:00,COD,Delivered,FESTIVE20,20,199.8,49,999.0,848.2
229,193,2025-12-28 18:38:00,COD,Delivered,WELCOME10,10,449.8,0,4498.0,4048.2
230,194,2025-12-28 14:30:00,COD,Delivered,REF10,10,99.9,49,999.0,948.1
231,54,2025-12-28 13:04:00,Prepaid,Delivered,FESTIVE20,20,139.8,0,699.0,559.2
232,195,2025-12-29 13:49:00,COD,RTO,REF10,10,519.6,0,5196.0,4676.4
233,196,2025-12-29 09:51:00,COD,Returned,WELCOME10,10,119.9,49,1199.0,1128.1
234,197,2025-12-29 15:29:00,COD,Delivered,WELCOME10,10,99.9,49,999.0,948.1
235,198,2025-12-30 12:06:00,COD,Delivered,LAUNCH15,15,299.7,0,1998.0,1698.3
236,199,2025-12-30 09:52:00,Prepaid,Delivered,FESTIVE20,20,999.6,0,4998.0,3998.4
237,200,2025-12-30 18:26:00,COD,Delivered,NONE,0,0.0,0,3499.0,3499.0
238,201,2025-12-31 14:53:00,COD,Delivered,NONE,0,0.0,0,3698.0,3698.0
239,202,2025-12-31 16:52:00,COD,Delivered,LAUNCH15,15,434.7,0,2898.0,2463.3
240,203,2025-12-31 13:50:00,COD,RTO,LAUNCH15,15,149.85,49,999.0,898.15
241,204,2026-01-01 15:35:00,COD,Delivered,REF10,10,229.9,0,2299.0,2069.1
242,205,2026-01-01 16:14:00,COD,Delivered,NONE,0,0.0,49,999.0,1048.0
243,206,2026-01-02 12:41:00,COD,RTO,NONE,0,0.0,0,2199.0,2199.0
244,207,2026-01-02 18:39:00,COD,RTO,NONE,0,0.0,0,1499.0,1499.0
245,208,2026-01-02 18:49:00,Prepaid,Delivered,REF10,10,109.9,0,1099.0,989.1
246,209,2026-01-02 14:44:00,COD,Delivered,NONE,0,0.0,49,699.0,748.0
247,210,2026-01-02 15:53:00,COD,Delivered,NONE,0,0.0,0,2098.0,2098.0
248,211,2026-01-03 14:33:00,COD,Cancelled,REF10,10,199.8,0,1998.0,1798.2
249,212,2026-01-03 13:22:00,COD,Delivered,LAUNCH15,15,224.85,49,1499.0,1323.15
250,213,2026-01-03 18:40:00,COD,Delivered,LAUNCH15,15,149.85,49,999.0,898.15
251,214,2026-01-04 17:27:00,COD,Delivered,NONE,0,0.0,0,2298.0,2298.0
252,215,2026-01-04 11:24:00,COD,Delivered,NONE,0,0.0,0,5698.0,5698.0
253,37,2026-01-04 14:05:00,COD,Delivered,FESTIVE20,20,239.8,49,1199.0,1008.2
254,216,2026-01-05 13:48:00,COD,Delivered,NONE,0,0.0,49,999.0,1048.0
255,217,2026-01-05 14:04:00,COD,Delivered,NONE,0,0.0,49,1299.0,1348.0
256,218,2026-01-05 12:01:00,Prepaid,Delivered,FESTIVE20,20,639.4,0,3197.0,2557.6
257,219,2026-01-05 17:37:00,COD,RTO,NONE,0,0.0,0,4498.0,4498.0
258,192,2026-01-05 18:26:00,COD,Delivered,FESTIVE20,20,399.6,0,1998.0,1598.4
259,220,2026-01-05 13:11:00,COD,RTO,LAUNCH15,15,674.7,0,4498.0,3823.3
260,221,2026-01-06 18:45:00,COD,Delivered,NONE,0,0.0,49,1299.0,1348.0
261,141,2026-01-07 16:22:00,COD,Delivered,WELCOME10,10,159.9,49,1599.0,1488.1
262,222,2026-01-07 08:20:00,COD,RTO,LAUNCH15,15,1274.25,0,8495.0,7220.75
263,223,2026-01-07 16:37:00,Prepaid,Delivered,REF10,10,129.9,0,1299.0,1169.1
264,224,2026-01-07 16:14:00,Prepaid,Delivered,NONE,0,0.0,0,1299.0,1299.0
265,225,2026-01-09 19:02:00,COD,Delivered,WELCOME10,10,469.8,0,4698.0,4228.2
266,226,2026-01-09 18:59:00,COD,RTO,NONE,0,0.0,0,4398.0,4398.0
267,227,2026-01-10 09:03:00,COD,Delivered,NONE,0,0.0,0,2299.0,2299.0
268,228,2026-01-11 16:25:00,COD,Delivered,NONE,0,0.0,49,1299.0,1348.0
269,177,2026-01-11 21:11:00,COD,Delivered,FESTIVE20,20,199.8,49,999.0,848.2
270,229,2026-01-11 19:37:00,COD,Delivered,WELCOME10,10,99.9,49,999.0,948.1
271,230,2026-01-11 09:09:00,COD,Returned,REF10,10,699.8,0,6998.0,6298.2
272,231,2026-01-12 14:45:00,COD,Delivered,REF10,10,69.9,49,699.0,678.1
273,232,2026-01-12 20:17:00,Prepaid,Cancelled,WELCOME10,10,199.8,0,1998.0,1798.2
274,233,2026-01-13 12:56:00,COD,Delivered,NONE,0,0.0,0,2598.0,2598.0
275,207,2026-01-13 15:06:00,COD,RTO,WELCOME10,10,99.9,49,999.0,948.1
276,234,2026-01-13 13:58:00,COD,Delivered,FESTIVE20,20,499.6,0,2498.0,1998.4
277,235,2026-01-14 20:01:00,Prepaid,Delivered,REF10,10,319.8,0,3198.0,2878.2
278,236,2026-01-15 13:21:00,Prepaid,Delivered,WELCOME10,10,129.9,0,1299.0,1169.1
279,237,2026-01-17 15:10:00,COD,Delivered,LAUNCH15,15,329.85,0,2199.0,1869.15
280,143,2026-01-17 18:04:00,COD,Delivered,WELCOME10,10,99.9,49,999.0,948.1
281,238,2026-01-17 12:30:00,COD,Delivered,NONE,0,0.0,0,2299.0,2299.0
282,239,2026-01-18 11:53:00,COD,Delivered,NONE,0,0.0,49,1299.0,1348.0
283,240,2026-01-18 14:10:00,COD,Returned,LAUNCH15,15,149.85,49,999.0,898.15
284,241,2026-01-18 12:18:00,COD,Delivered,REF10,10,109.9,49,1099.0,1038.1
285,242,2026-01-18 14:22:00,COD,Delivered,LAUNCH15,15,329.85,0,2199.0,1869.15
286,243,2026-01-18 19:00:00,COD,Delivered,NONE,0,0.0,49,999.0,1048.0
287,244,2026-01-18 20:07:00,COD,Delivered,NONE,0,0.0,0,5896.0,5896.0
288,245,2026-01-19 19:47:00,COD,Delivered,REF10,10,149.9,49,1499.0,1398.1
