order_item_id,order_id,product_id,quantity,unit_price,line_total
233,158,8,1,699.0,699.0
234,158,7,1,1499.0,1499.0
235,158,5,1,1099.0,1099.0
236,159,3,1,1299.0,1299.0
237,160,6,1,1599.0,1599.0
238,160,1,1,999.0,999.0
239,161,6,1,1599.0,1599.0
240,162,6,1,1599.0,1599.0
241,163,3,1,1299.0,1299.0
242,164,7,2,1499.0,2998.0
243,165,4,1,1199.0,1199.0
244,165,1,1,999.0,999.0
245,165,7,1,1499.0,1499.0
246,166,7,1,1499.0,1499.0
247,166,3,2,1299.0,2598.0
248,167,11,1,2299.0,2299.0
249,168,8,1,699.0,699.0
250,168,4,1,1199.0,1199.0
251,168,7,2,1499.0,2998.0
252,169,7,1,1499.0,1499.0
253,169,5,1,1099.0,1099.0
254,170,3,1,1299.0,1299.0
255,171,7,1,1499.0,1499.0
256,172,4,1,1199.0,1199.0
257,172,1,1,999.0,999.0
258,173,12,1,3499.0,3499.0
259,174,10,2,2199.0,4398.0
260,175,9,1,999.0,999.0
261,176,12,1,3499.0,3499.0
262,177,1,1,999.0,999.0
263,178,5,2,1099.0,2198.0
264,178,1,2,999.0,1998.0
265,179,7,1,1499.0,1499.0
266,180,12,1,3499.0,3499.0
267,181,9,1,999.0,999.0
268,182,12,1,3499.0,3499.0
269,183,10,1,2199.0,2199.0
270,183,11,1,2299.0,2299.0
271,183,7,1,1499.0,1499.0
272,184,1,1,999.0,999.0
273,185,2,1,999.0,999.0
274,186,5,1,1099.0,1099.0
275,187,7,1,1499.0,1499.0
276,187,6,1,1599.0,1599.0
277,188,6,1,1599.0,1599.0
278,189,1,2,999.0,1998.0
279,189,7,1,1499.0,1499.0
280,190,3,2,1299.0,2598.0
281,191,1,2,999.0,1998.0
282,191,6,1,1599.0,1599.0
283,191,4,1,1199.0,1199.0
284,192,8,1,699.0,699.0
285,192,10,1,2199.0,2199.0
286,193,3,1,1299.0,1299.0
287,193,4,1,1199.0,1199.0
288,194,9,1,999.0,999.0
289,195,6,1,1599.0,1599.0
290,195,12,1,3499.0,3499.0
291,196,8,1,699.0,699.0
292,197,2,1,999.0,999.0
293,198,12,1,3499.0,3499.0
294,199,11,1,2299.0,2299.0
295,200,2,1,999.0,999.0
296,201,7,1,1499.0,1499.0
297,201,2,1,999.0,999.0
298,202,12,1,3499.0,3499.0
299,202,9,1,999.0,999.0
300,202,6,1,1599.0,1599.0
301,203,12,1,3499.0,3499.0
302,204,10,1,2199.0,2199.0
303,204,4,1,1199.0,1199.0
304,205,1,1,999.0,999.0
305,205,3,2,1299.0,2598.0
306,206,4,1,1199.0,1199.0
307,207,8,1,699.0,699.0
308,208,9,1,999.0,999.0
309,209,3,2,1299.0,2598.0
310,210,11,1,2299.0,2299.0
311,211,2,1,999.0,999.0
312,211,1,2,999.0,1998.0
313,212,11,1,2299.0,2299.0
314,213,10,1,2199.0,2199.0
315,214,9,2,999.0,1998.0
316,214,5,1,1099.0,1099.0
317,215,9,2,999.0,1998.0
318,215,6,1,1599.0,1599.0
319,216,2,1,999.0,999.0
320,217,12,2,3499.0,6998.0
321,217,2,1,999.0,999.0
322,218,2,1,999.0,999.0
323,218,3,1,1299.0,1299.0
324,219,8,1,699.0,699.0
325,220,12,2,3499.0,6998.0
326,221,4,1,1199.0,1199.0
327,222,5,1,1099.0,1099.0
328,223,8,1,699.0,699.0
329,224,2,1,999.0,999.0
330,224,7,1,1499.0,1499.0
331,225,9,1,999.0,999.0
332,226,6,2,1599.0,3198.0
333,226,5,1,1099.0,1099.0
334,227,4,1,1199.0,1199.0
335,228,2,1,999.0,999.0
336,229,11,1,2299.0,2299.0
337,229,10,1,2199.0,2199.0
338,230,1,1,999.0,999.0
339,231,8,1,699.0,699.0
340,232,5,1,1099.0,1099.0
341,232,7,1,1499.0,1499.0
342,232,3,2,1299.0,2598.0
343,233,4,1,1199.0,1199.0
344,234,9,1,999.0,999.0
345,235,2,2,999.0,1998.0
346,236,7,1,1499.0,1499.0
347,236,12,1,3499.0,3499.0
348,237,12,1,3499.0,3499.0
349,238,7,1,1499.0,1499.0
350,238,10,1,2199.0,2199.0
351,239,6,1,1599.0,1599.0
352,239,3,1,1299.0,1299.0
353,240,2,1,999.0,999.0
354,241,11,1,2299.0,2299.0
355,242,2,1,999.0,999.0
356,243,10,1,2199.0,2199.0
357,244,7,1,1499.0,1499.0
358,245,5,1,1099.0,1099.0
359,246,8,1,699.0,699.0
360,247,1,1,999.0,999.0
361,247,5,1,1099.0,1099.0
362,248,9,1,999.0,999.0
363,248,1,1,999.0,999.0
364,249,7,1,1499.0,1499.0
365,250,1,1,999.0,999.0
366,251,3,1,1299.0,1299.0
367,251,2,1,999.0,999.0
368,252,10,1,2199.0,2199.0
369,252,12,1,3499.0,3499.0
370,253,4,1,1199.0,1199.0
371,254,9,1,999.0,999.0
372,255,3,1,1299.0,1299.0
373,256,2,1,999.0,999.0
374,256,1,1,999.0,999.0
375,256,4,1,1199.0,1199.0
376,257,1,1,999.0,999.0
377,257,12,1,3499.0,3499.0
378,258,2,2,999.0,1998.0
379,259,10,1,2199.0,2199.0
380,259,11,1,2299.0,2299.0
381,260,3,1,1299.0,1299.0
382,261,6,1,1599.0,1599.0
383,262,7,1,1499.0,1499.0
384,262,3,2,1299.0,2598.0
385,262,10,2,2199.0,4398.0
386,263,3,1,1299.0,1299.0
387,264,3,1,1299.0,1299.0
388,265,12,1,3499.0,3499.0
389,265,4,1,1199.0,1199.0
390,266,10,2,2199.0,4398.0
391,267,11,1,2299.0,2299.0
392,268,3,1,1299.0,1299.0
393,269,1,1,999.0,999.0
394,270,9,1,999.0,999.0
395,271,12,2,3499.0,6998.0
396,272,8,1,699.0,699.0
397,273,9,2,999.0,1998.0
398,274,2,1,999.0,999.0
399,274,6,1,1599.0,1599.0
400,275,1,1,999.0,999.0
401,276,1,1,999.0,999.0
402,276,7,1,1499.0,1499.0
403,277,10,1,2199.0,2199.0
404,277,9,1,999.0,999.0
405,278,3,1,1299.0,1299.0
406,279,10,1,2199.0,2199.0
407,280,1,1,999.0,999.0
408,281,11,1,2299.0,2299.0
409,282,3,1,1299.0,1299.0
410,283,2,1,999.0,999.0
411,284,5,1,1099.0,1099.0
412,285,10,1,2199.0,2199.0
413,286,1,1,999.0,999.0
414,287,4,2,1199.0,2398.0
415,287,10,1,2199.0,2199.0
416,287,3,1,1299.0,1299.0
417,288,7,1,1499.0,1499.0
418,289,1,1,999.0,999.0
419,290,10,1,2199.0,2199.0
420,291,6,1,1599.0,1599.0
421,292,1,1,999.0,999.0
422,292,2,1,999.0,999.0
423,293,2,1,999.0,999.0
424,293,4,1,1199.0,1199.0
425,294,2,1,999.0,999.0
426,295,8,1,699.0,699.0
427,296,2,1,999.0,999.0
428,296,12,1,3499.0,3499.0
429,297,10,1,2199.0,2199.0
430,297,7,1,1499.0,1499.0
431,298,7,1,1499.0,1499.0
432,298,5,1,1099.0,1099.0
433,299,9,1,999.0,999.0
434,300,8,1,699.0,699.0
435,300,9,1,999.0,999.0
436,301,4,2,1199.0,2398.0
437,302,3,1,1299.0,1299.0
438,302,1,1,999.0,999.0
439,302,4,1,1199.0,1199.0
440,303,6,1,1599.0,1599.0
441,304,12,1,3499.0,3499.0
442,304,7,1,1499.0,1499.0
443,305,12,1,3499.0,3499.0
444,305,4,1,1199.0,1199.0
445,306,7,1,1499.0,1499.0
446,307,6,1,1599.0,1599.0
447,308,5,2,1099.0,2198.0
448,308,1,1,999.0,999.0
449,308,4,1,1199.0,1199.0
450,309,11,2,2299.0,4598.0
451,310,4,1,1199.0,1199.0
452,310,9,1,999.0,999.0
453,311,1,1,999.0,999.0
454,312,2,1,999.0,999.0
455,313,1,1,999.0,999.0
456,314,7,1,1499.0,1499.0
457,314,11,1,2299.0,2299.0
458,315,3,1,1299.0,1299.0
459,316,10,1,2199.0,2199.0
460,316,7,2,1499.0,2998.0
461,317,6,1,1599.0,1599.0
462,317,2,1,999.0,999.0
463,318,2,1,999.0,999.0
464,318,6,1,1599.0,1599.0
465,319,6,1,1599.0,1599.0
466,319,5,1,1099.0,1099.0
467,319,3,1,1299.0,1299.0
468,320,7,1,1499.0,1499.0
469,321,1,2,999.0,1998.0
470,321,12,1,3499.0,3499.0
471,321,7,1,1499.0,1499.0
472,322,10,1,2199.0,2199.0
473,322,3,2,1299.0,2598.0
474,323,9,1,999.0,999.0
475,324,8,1,699.0,699.0
476,325,4,1,1199.0,1199.0
477,326,3,1,1299.0,1299.0
478,326,5,1,1099.0,1099.0
479,327,7,1,1499.0,1499.0
480,328,1,1,999.0,999.0
481,329,7,1,1499.0,1499.0
482,330,7,1,1499.0,1499.0
483,331,1,1,999.0,999.0
484,331,8,1,699.0,699.0
485,332,1,1,999.0,999.0
486,333,6,1,1599.0,1599.0
487,334,12,1,3499.0,3499.0
488,334,4,1,1199.0,1199.0
489,335,4,1,1199.0,1199.0
490,336,1,1,999.0,999.0
491,337,2,2,999.0,1998.0
492,337,9,1,999.0,999.0
493,338,8,1,699.0,699.0
494,339,11,1,2299.0,2299.0
495,340,7,1,1499.0,1499.0
496,341,9,1,999.0,999.0
497,341,1,2,999.0,1998.0
498,342,1,1,999.0,999.0
499,343,1,2,999.0,1998.0
500,344,5,1,1099.0,1099.0
501,345,5,2,1099.0,2198.0
502,346,6,1,1599.0,1599.0
503,347,8,1,699.0,699.0
504,348,12,1,3499.0,3499.0
505,349,1,2,999.0,1998.0
506,349,11,2,2299.0,4598.0
507,349,2,1,999.0,999.0
508,350,9,1,999.0,999.0
509,350,7,1,1499.0,1499.0
510,351,11,1,2299.0,2299.0
511,352,12,1,3499.0,3499.0
512,352,11,2,2299.0,4598.0
513,353,3,1,1299.0,1299.0
514,354,3,2,1299.0,2598.0
515,355,12,1,3499.0,3499.0
516,356,3,1,1299.0,1299.0
517,357,7,1,1499.0,1499.0
518,357,12,1,3499.0,3499.0
519,358,7,2,1499.0,2998.0
520,359,6,1,1599.0,1599.0
521,360,2,2,999.0,1998.0
522,361,3,1,1299.0,1299.0
523,362,9,1,999.0,999.0
524,363,10,1,2199.0,2199.0
525,363,4,1,1199.0,1199.0
526,364,4,1,1199.0,1199.0
527,365,8,1,699.0,699.0
528,365,6,1,1599.0,1599.0
529,366,4,2,1199.0,2398.0
530,366,3,1,1299.0,1299.0
531,367,5,2,1099.0,2198.0
532,368,2,1,999.0,999.0
533,368,1,1,999.0,999.0
534,369,1,1,999.0,999.0
535,369,10,1,2199.0,2199.0
536,370,2,1,999.0,999.0
537,371,1,1,999.0,999.0
538,371,7,1,1499.0,1499.0
539,372,2,2,999.0,1998.0
540,372,4,2,1199.0,2398.0
541,373,3,2,1299.0,2598.0
542,374,1,2,999.0,1998.0
543,375,4,1,1199.0,1199.0
544,375,11,2,2299.0,4598.0
545,376,9,1,999.0,999.0
546,377,4,1,1199.0,1199.0
547,377,12,1,3499.0,3499.0
548,377,10,1,2199.0,2199.0
549,378,8,1,699.0,699.0
550,378,4,1,1199.0,1199.0
551,378,12,1,3499.0,3499.0
552,379,11,1,2299.0,2299.0
553,379,1,1,999.0,999.0
554,379,3,1,1299.0,1299.0
555,380,1,1,999.0,999.0
556,381,8,1,699.0,699.0
557,382,3,2,1299.0,2598.0
558,382,6,1,1599.0,1599.0
559,383,11,1,2299.0,2299.0
560,383,12,1,3499.0,3499.0
561,384,8,1,699.0,699.0
562,384,7,1,1499.0,1499.0
563,385,2,2,999.0,1998.0
564,386,1,1,999.0,999.0
565,387,10,2,2199.0,4398.0
566,388,3,1,1299.0,1299.0
567,388,5,2,1099.0,2198.0
568,389,1,1,999.0,999.0
569,390,7,2,1499.0,2998.0
570,391,3,1,1299.0,1299.0
571,391,7,2,1499.0,2998.0
572,391,5,2,1099.0,2198.0
573,392,4,1,1199.0,1199.0
574,393,2,1,999.0,999.0
575,393,3,1,1299.0,1299.0
576,394,2,2,999.0,1998.0
577,394,12,1,3499.0,3499.0
578,395,1,1,999.0,999.0
579,396,10,1,2199.0,2199.0
580,396,4,1,1199.0,1199.0
581,397,4,2,1199.0,2398.0
582,397,3,1,1299.0,1299.0
583,398,4,2,1199.0,2398.0
584,399,10,1,2199.0,2199.0
585,399,4,1,1199.0,1199.0
586,400,11,1,2299.0,2299.0
587,400,10,1,2199.0,2199.0
588,400,1,1,999.0,999.0
589,401,7,1,1499.0,1499.0
590,402,5,1,1099.0,1099.0
591,403,3,1,1299.0,1299.0
592,403,10,1,2199.0,2199.0
593,404,3,1,1299.0,1299.0
594,404,11,1,2299.0,2299.0
595,405,7,1,1499.0,1499.0
596,405,10,1,2199.0,2199.0
597,405,9,1,999.0,999.0
598,406,12,1,3499.0,3499.0
599,406,1,1,999.0,999.0
600,406,10,1,2199.0,2199.0
601,407,1,1,999.0,999.0
602,408,8,1,699.0,699.0
603,408,9,1,999.0,999.0
604,409,8,1,699.0,699.0
605,410,1,1,999.0,999.0
606,410,10,1,2199.0,2199.0
607,411,4,2,1199.0,2398.0
608,412,12,1,3499.0,3499.0
609,412,5,1,1099.0,1099.0
610,412,3,1,1299.0,1299.0
611,413,1,1,999.0,999.0
612,414,12,1,3499.0,3499.0
613,415,6,1,1599.0,1599.0
614,416,2,2,999.0,1998.0
615,416,1,1,999.0,999.0
616,416,12,1,3499.0,3499.0
617,417,12,1,3499.0,3499.0
618,418,8,1,699.0,699.0
619,419,8,1,699.0,699.0
620,420,12,1,3499.0,3499.0
621,420,8,1,699.0,699.0
622,421,5,2,1099.0,2198.0
623,422,5,1,1099.0,1099.0
624,423,1,1,999.0,999.0
625,424,1,1,999.0,999.0
626,425,1,1,999.0,999.0
627,426,9,1,999.0,999.0
628,427,10,1,2199.0,2199.0
629,427,9,2,999.0,1998.0
630,428,2,1,999.0,999.0
631,428,9,1,999.0,999.0
632,428,8,1,699.0,699.0
633,429,2,1,999.0,999.0
634,429,10,1,2199.0,2199.0
635,430,9,1,999.0,999.0
636,430,6,1,1599.0,1599.0
637,430,5,2,1099.0,2198.0
638,431,8,2,699.0,1398.0
639,431,7,1,1499.0,1499.0
640,432,1,2,999.0,1998.0
641,433,1,2,999.0,1998.0
642,433,8,1,699.0,699.0
643,434,10,1,2199.0,2199.0
644,435,4,2,1199.0,2398.0
645,436,10,1,2199.0,2199.0
646,436,8,1,699.0,699.0
647,437,1,1,999.0,999.0
648,438,4,2,1199.0,2398.0
649,439,7,2,1499.0,2998.0
650,440,2,1,999.0,999.0
651,441,7,1,1499.0,1499.0
652,441,4,1,1199.0,1199.0
653,441,10,1,2199.0,2199.0
654,442,10,1,2199.0,2199.0
655,442,1,1,999.0,999.0
656,442,3,1,1299.0,1299.0
657,443,9,1,999.0,999.0
658,444,9,1,999.0,999.0
659,445,12,1,3499.0,3499.0
660,445,4,1,1199.0,1199.0
661,445,11,1,2299.0,2299.0
662,446,9,1,999.0,999.0
663,447,1,1,999.0,999.0
664,447,10,1,2199.0,2199.0
665,448,1,1,999.0,999.0
666,449,11,1,2299.0,2299.0
667,450,6,1,1599.0,1599.0
668,450,7,1,1499.0,1499.0
669,451,1,1,999.0,999.0
670,452,11,1,2299.0,2299.0
671,453,2,1,999.0,999.0
672,453,12,1,3499.0,3499.0
673,454,10,2,2199.0,4398.0
674,454,4,1,1199.0,1199.0
675,454,7,1,1499.0,1499.0
676,455,6,1,1599.0,1599.0
677,455,4,1,1199.0,1199.0
678,456,5,1,1099.0,1099.0
679,456,6,1,1599.0,1599.0
680,457,11,1,2299.0,2299.0
681,458,2,2,999.0,1998.0
682,458,7,1,1499.0,1499.0
683,459,1,1,999.0,999.0
684,460,4,1,1199.0,1199.0
685,460,6,1,1599.0,1599.0
686,461,4,1,1199.0,1199.0
687,462,1,1,999.0,999.0
688,463,4,1,1199.0,1199.0
689,463,9,2,999.0,1998.0
690,464,8,1,699.0,699.0
691,465,6,1,1599.0,1599.0
692,465,9,2,999.0,1998.0
693,466,9,1,999.0,999.0
694,466,8,1,699.0,699.0
695,467,8,1,699.0,699.0
696,467,6,1,1599.0,1599.0
697,467,1,1,999.0,999.0
698,468,12,1,3499.0,3499.0
699,469,12,1,3499.0,3499.0
700,469,11,1,2299.0,2299.0
701,470,2,2,999.0,1998.0
702,471,1,1,999.0,999.0
703,472,12,1,3499.0,3499.0
704,473,9,1,999.0,999.0
705,473,8,1,699.0,699.0
706,474,12,1,3499.0,3499.0
707,475,10,1,2199.0,2199.0
708,475,1,1,999.0,999.0
709,475,8,1,699.0,699.0
710,476,2,1,999.0,999.0
711,477,4,2,1199.0,2398.0
712,478,2,1,999.0,999.0
713,479,6,1,1599.0,1599.0
714,480,1,1,999.0,999.0
715,480,8,1,699.0,699.0
716,481,6,2,1599.0,3198.0
717,481,8,1,699.0,699.0
718,481,11,1,2299.0,2299.0
719,482,1,1,999.0,999.0
720,482,9,1,999.0,999.0
721,482,11,2,2299.0,4598.0
722,483,2,1,999.0,999.0
723,483,1,1,999.0,999.0
724,484,4,1,1199.0,1199.0
725,485,4,1,1199.0,1199.0
726,486,10,2,2199.0,4398.0
727,486,1,1,999.0,999.0
728,487,4,1,1199.0,1199.0
729,488,11,1,2299.0,2299.0
730,488,1,1,999.0,999.0
731,489,1,1,999.0,999.0
732,489,4,1,1199.0,1199.0
733,490,4,1,1199.0,1199.0
734,490,3,1,1299.0,1299.0
735,491,4,1,1199.0,1199.0
736,491,1,1,999.0,999.0
737,492,5,2,1099.0,2198.0
738,492,2,1,999.0,999.0
739,493,10,2,2199.0,4398.0
740,493,9,1,999.0,999.0
741,494,7,1,1499.0,1499.0
742,495,8,1,699.0,699.0
743,495,2,1,999.0,999.0
744,496,12,1,3499.0,3499.0
745,497,12,1,3499.0,3499.0
746,498,9,1,999.0,999.0
747,499,8,1,699.0,699.0
748,500,4,1,1199.0,1199.0
749,501,2,1,999.0,999.0
750,502,6,1,1599.0,1599.0
751,502,5,1,1099.0,1099.0
752,503,2,1,999.0,999.0
753,504,1,2,999.0,1998.0
754,505,10,2,2199.0,4398.0
755,506,3,1,1299.0,1299.0
756,507,2,2,999.0,1998.0
757,508,12,1,3499.0,3499.0
758,509,1,1,999.0,999.0
759,510,9,1,999.0,999.0
760,511,9,1,999.0,999.0
761,512,4,1,1199.0,1199.0
762,513,1,1,999.0,999.0
763,514,8,1,699.0,699.0
764,515,4,1,1199.0,1199.0
765,515,8,2,699.0,1398.0
766,516,6,1,1599.0,1599.0
767,517,10,1,2199.0,2199.0
768,517,1,1,999.0,999.0
769,518,7,1,1499.0,1499.0
770,518,9,1,999.0,999.0
771,519,9,1,999.0,999.0
772,520,3,1,1299.0,1299.0
773,521,10,1,2199.0,2199.0
774,521,1,2,999.0,1998.0
775,521,9,1,999.0,999.0
776,522,2,1,999.0,999.0
777,522,6,2,1599.0,3198.0
778,523,9,1,999.0,999.0
779,523,2,1,999.0,999.0
780,524,4,1,1199.0,1199.0
781,524,8,1,699.0,699.0
782,525,1,2,999.0,1998.0
783,525,5,1,1099.0,1099.0
784,526,7,1,1499.0,1499.0
785,527,4,1,1199.0,1199.0
786,527,1,2,999.0,1998.0
787,527,6,1,1599.0,1599.0
788,528,9,2,999.0,1998.0
789,529,12,1,3499.0,3499.0
790,530,11,1,2299.0,2299.0
791,530,1,1,999.0,999.0
792,531,4,2,1199.0,2398.0
793,531,3,2,1299.0,2598.0
794,532,1,1,999.0,999.0
795,533,7,1,1499.0,1499.0
796,534,8,1,699.0,699.0
797,535,1,1,999.0,999.0
798,535,3,1,1299.0,1299.0
799,536,2,1,999.0,999.0
800,536,7,1,1499.0,1499.0
801,536,6,1,1599.0,1599.0
802,537,2,1,999.0,999.0
803,538,9,2,999.0,1998.0
804,539,12,1,3499.0,3499.0
805,539,2,1,999.0,999.0
806,539,11,1,2299.0,2299.0
807,540,3,1,1299.0,1299.0
